16
946 1677
502 137 204
489 540 242
775 322 273
108 604 6
366 412 168
187 488 684
764 501 201
368 773 856
8 665 225
409 74 84
801 212 721
617 202 801
762 436 129
16 484 764
544 471 107
132 72 356
1 746 292
92 513 45
28 625 863
637 397 336
433 291 26
134 274 380
454 309 72
127 11 918
517 526 639
288 294 988
254 384 988
571 212 796
759 171 907
171 527 287
733 312 663
55 601 682
75 364 161
493 752 831
377 486 161
198 614 219
660 654 523
328 507 563
408 384 623
565 629 54
662 69 625
643 600 5
513 416 445
135 151 679
553 759 31
404 775 713
145 465 786
699 746 665
51 84 840
670 604 620
444 213 613
429 299 846
140 231 946
377 226 99
628 630 547
566 554 104
190 287 163
470 123 301
757 355 823
723 782 972
556 352 952
378 27 436
2 698 282
255 703 850
717 114 682
638 574 319
580 198 388
777 29 914
165 299 649
192 282 831
705 675 578
31 203 215
208 396 206
727 525 276
664 678 94
541 212 776
671 145 660
71 602 21
312 396 429
290 442 824
795 577 535
586 48 378
404 9 801
538 91 83
760 711 83
109 72 41
735 331 592
423 190 473
250 134 200
165 559 409
536 45 340
780 638 319
719 322 837
142 133 759
273 460 895
274 654 298
82 34 113
84 397 367
91 495 699
414 39 728
736 752 980
188 168 618
127 25 907
689 420 213
646 52 106
245 249 706
626 369 899
331 392 217
295 64 953
82 200 435
575 153 155
65 539 552
672 209 368
448 291 540
301 564 29
788 167 748
212 165 677
590 409 217
300 202 97
675 72 321
388 723 920
592 643 470
764 136 256
630 132 818
498 56 936
712 760 866
572 440 205
624 114 388
519 62 569
432 274 475
507 25 709
692 88 678
595 636 769
573 308 234
778 684 862
215 86 249
324 644 816
29 512 586
634 234 898
739 409 551
603 369 808
439 462 734
8 204 793
631 181 706
60 58 889
264 2 647
287 271 756
325 685 797
160 661 28
340 304 637
520 732 183
545 343 122
376 467 335
660 700 238
639 539 778
342 461 728
686 750 797
800 466 912
349 711 423
365 744 321
671 507 676
355 703 303
35 331 617
178 635 26
790 385 169
507 52 692
168 644 293
239 549 318
272 290 726
167 334 79
586 618 607
118 273 457
606 784 693
676 645 955
523 434 584
245 378 767
583 16 189
263 795 205
362 705 914
287 532 421
383 117 877
416 20 379
254 532 26
642 199 710
472 138 998
368 685 682
671 143 730
166 5 620
488 124 691
123 698 208
249 467 246
431 97 459
77 144 497
472 724 507
396 802 377
602 555 546
437 485 875
468 269 732
148 75 418
709 184 783
28 551 753
416 395 875
452 66 967
704 485 528
322 26 665
106 193 70
440 794 821
416 259 930
417 687 774
200 618 223
363 241 595
660 272 948
228 330 392
496 217 502
439 17 337
434 772 178
400 512 144
309 681 248
642 342 877
513 21 642
799 387 344
721 337 116
392 640 744
399 50 762
296 255 241
318 197 148
191 655 919
213 235 735
308 273 208
272 203 364
658 576 642
165 107 918
498 62 607
251 715 182
272 587 142
63 498 140
576 432 86
286 502 641
525 451 873
346 6 776
146 143 561
104 793 80
92 514 336
149 534 724
479 137 353
746 629 243
405 550 164
655 573 844
781 455 197
614 583 89
154 368 518
783 309 96
202 467 360
215 788 643
714 148 691
382 581 604
790 307 704
258 350 987
73 192 866
93 252 744
331 498 962
753 177 232
457 584 167
147 738 251
505 97 255
341 380 793
610 45 413
739 59 685
459 65 638
673 132 260
566 238 524
40 35 683
429 133 533
1 49 328
376 221 487
720 758 205
560 214 163
536 492 535
462 62 776
277 365 88
317 326 446
326 101 378
93 79 703
436 243 688
734 78 646
701 756 366
377 71 595
268 186 610
221 396 308
558 483 841
688 565 482
679 697 432
528 795 259
137 397 37
320 641 533
81 504 921
714 226 410
364 507 582
73 365 115
30 669 125
699 777 146
679 568 750
57 378 72
773 125 316
597 352 101
492 654 745
754 735 846
588 88 208
791 424 163
795 714 761
245 611 809
12 723 808
46 537 775
114 324 379
513 570 929
666 30 63
40 553 988
507 346 353
661 162 910
183 50 711
705 227 183
272 309 953
294 465 358
143 67 788
513 661 994
795 663 285
182 352 488
570 578 657
89 780 135
62 760 94
211 752 131
576 195 833
155 495 53
358 325 243
248 565 317
104 30 946
197 186 95
485 512 284
729 654 660
531 56 762
495 403 619
290 9 138
337 590 879
226 349 342
621 657 792
246 151 734
305 497 892
776 765 719
607 456 806
216 253 590
607 686 723
474 523 194
457 58 165
309 629 565
65 707 39
653 132 102
776 140 974
508 366 393
749 381 51
101 605 672
621 20 362
23 716 439
641 449 474
233 525 584
791 100 51
312 181 760
217 354 69
307 655 684
263 524 118
464 394 58
210 96 415
299 682 940
62 309 238
41 28 693
496 589 665
28 265 451
24 57 589
759 365 356
496 474 748
474 550 721
29 505 368
477 184 951
648 437 124
686 539 663
149 210 280
338 145 706
620 487 82
642 570 289
549 541 811
595 784 53
750 723 716
588 207 385
9 744 540
83 418 707
267 369 694
418 389 860
68 577 944
640 419 554
687 177 989
473 346 964
518 746 334
437 331 11
688 164 313
499 264 888
643 635 604
49 550 458
236 562 932
46 766 812
318 704 226
300 290 631
459 594 852
298 321 99
324 657 690
307 512 621
26 664 125
511 509 642
551 150 761
151 127 626
211 169 612
764 683 238
800 609 901
735 741 878
49 517 197
406 655 209
34 582 491
148 663 588
787 14 273
372 14 114
627 257 543
542 363 477
25 656 654
247 470 137
787 234 891
65 611 652
593 130 737
569 108 205
721 743 947
2 711 186
635 284 748
668 317 27
369 102 809
158 304 301
32 606 163
100 391 224
649 690 969
690 323 800
38 545 713
611 661 898
251 569 384
289 67 417
523 105 493
176 471 315
683 79 121
636 559 944
455 616 647
414 451 817
275 226 723
207 415 462
202 123 52
350 156 633
782 220 831
112 748 906
213 2 103
752 184 93
32 368 855
81 62 727
257 112 472
464 15 774
80 539 823
45 128 22
548 136 320
21 63 876
66 331 269
325 524 60
577 603 740
17 132 924
490 230 248
382 97 391
209 62 571
680 738 711
591 236 851
371 801 406
511 777 59
235 343 104
66 162 183
103 477 806
392 20 716
133 201 784
588 577 295
432 592 368
267 768 996
49 211 430
306 66 739
62 333 88
325 102 448
374 521 860
714 708 5
85 507 851
581 609 487
701 606 218
766 31 146
503 67 88
30 654 855
323 765 81
642 565 261
499 83 967
97 426 219
46 636 189
61 115 92
714 252 375
546 575 147
447 70 301
43 253 106
671 303 121
497 392 334
499 420 700
712 693 925
750 269 27
323 270 488
249 41 205
644 72 32
640 770 379
618 215 311
313 793 289
769 12 288
602 784 446
486 778 154
433 443 788
758 572 387
242 494 788
373 401 604
361 774 937
774 332 670
170 427 393
75 227 346
252 336 54
483 684 85
534 397 230
436 494 39
390 499 162
401 680 202
446 616 818
711 694 361
340 102 27
156 648 579
740 533 449
279 511 925
80 738 615
288 161 638
141 34 590
260 425 203
697 316 294
158 85 923
298 359 805
684 644 564
6 481 832
164 671 239
613 83 738
711 698 33
393 734 66
736 58 276
47 357 85
383 301 426
762 703 154
83 601 231
774 163 998
101 797 860
23 264 296
99 225 876
751 470 899
79 181 942
414 353 500
391 327 474
417 293 73
183 155 25
529 455 664
264 132 947
691 337 760
592 75 76
137 196 964
335 7 733
535 25 469
192 484 144
434 300 419
781 734 820
665 781 349
746 39 174
527 571 273
114 707 722
545 711 582
579 387 767
80 633 897
255 677 13
145 229 13
26 212 836
357 519 391
598 87 586
704 436 18
247 124 775
626 463 597
397 491 750
148 291 978
352 531 190
560 409 942
787 16 410
232 347 171
764 408 817
137 746 110
209 282 804
355 689 543
331 111 500
737 649 599
66 667 273
757 444 280
235 280 53
450 784 926
182 582 646
232 379 654
228 504 286
67 48 454
743 707 223
768 751 65
789 419 736
768 94 142
507 190 618
66 370 367
227 372 625
148 457 749
425 213 458
345 676 379
167 204 956
517 775 221
43 530 185
161 622 613
583 614 590
110 279 302
583 517 12
603 68 865
7 330 909
546 367 933
682 695 938
395 381 27
186 415 731
352 685 291
639 392 419
308 636 747
433 86 415
436 35 233
322 602 653
685 596 169
763 278 492
624 364 883
757 61 964
573 54 233
530 755 900
579 149 401
261 486 25
614 4 545
175 756 918
213 563 490
251 606 62
239 598 772
53 82 306
730 204 957
570 89 309
407 333 326
454 400 910
169 681 780
20 700 242
231 38 412
43 673 223
614 214 161
396 769 521
349 690 764
639 113 923
637 663 679
635 637 276
155 14 728
68 711 913
623 122 961
7 66 794
466 617 708
257 661 888
177 234 675
426 528 291
209 187 815
658 632 358
221 484 17
640 679 664
8 385 569
623 385 998
118 231 749
76 432 900
383 29 147
656 103 444
425 665 740
754 510 419
15 636 851
799 113 196
523 445 349
187 791 390
556 312 707
346 82 4
800 704 980
241 633 426
699 124 890
293 291 91
266 223 705
679 6 693
305 44 204
433 167 307
528 37 593
392 756 227
145 537 601
38 433 670
291 181 794
344 468 813
397 130 241
360 516 61
74 664 817
614 203 131
475 128 81
704 107 924
486 133 310
47 127 463
140 726 603
22 82 331
599 744 133
70 71 741
793 372 966
643 670 700
89 451 227
591 668 813
241 744 515
634 383 188
662 25 946
467 357 970
44 501 681
483 647 45
748 4 117
466 255 182
148 243 938
766 553 924
701 620 639
420 443 341
195 228 193
58 9 214
111 233 461
285 143 459
51 374 591
764 368 804
677 195 864
120 498 161
731 316 22
419 67 456
340 580 330
111 791 714
277 672 475
463 752 580
395 320 351
157 184 181
508 672 963
227 5 343
218 512 862
170 308 563
272 147 634
225 745 899
617 35 991
371 408 770
656 444 530
324 359 142
553 617 450
301 260 224
102 500 584
771 515 471
269 43 532
482 592 200
130 499 639
574 597 889
762 147 28
554 255 383
705 332 634
225 753 289
740 429 940
174 241 578
194 126 712
577 418 23
686 177 129
311 145 294
444 612 812
140 495 968
521 772 721
783 627 267
728 11 939
473 253 274
188 59 107
768 746 595
187 455 483
123 444 264
283 751 995
701 342 869
630 479 215
341 633 48
471 605 832
496 282 199
398 706 308
419 34 277
247 785 781
394 450 961
254 114 569
210 222 642
356 224 440
540 655 128
26 96 764
242 552 875
138 125 85
678 629 842
36 652 364
611 493 756
619 186 671
617 684 459
331 560 712
198 507 367
454 304 584
337 264 500
784 369 171
775 476 673
621 593 358
41 780 401
748 536 442
790 484 211
720 440 476
52 729 615
796 227 792
252 283 978
497 46 250
336 340 846
387 194 490
288 27 943
490 194 689
668 91 748
208 220 587
97 57 124
89 718 166
420 593 171
655 585 891
699 637 212
469 246 764
301 48 525
208 799 761
373 322 489
513 381 988
274 681 677
691 538 866
400 577 482
598 287 348
130 474 951
550 287 516
367 233 238
96 226 707
642 87 249
418 619 377
521 284 133
635 140 721
138 338 409
706 742 406
496 509 700
711 656 81
697 125 744
14 267 707
663 362 308
263 757 315
687 646 594
570 14 512
255 404 588
670 383 957
48 373 708
279 676 101
374 631 245
419 165 371
372 640 163
703 511 61
388 575 595
308 134 109
517 61 312
253 173 476
388 235 755
301 637 954
279 641 377
211 183 671
732 441 725
613 533 594
54 770 690
697 615 100
51 720 933
758 273 192
371 129 626
665 755 349
197 258 712
113 144 524
43 443 405
187 154 739
53 94 674
8 775 542
741 616 641
663 660 773
30 396 73
363 584 586
132 174 322
779 285 692
16 534 305
536 549 953
54 683 989
35 91 697
442 59 607
740 587 353
60 669 422
32 228 422
605 161 713
81 740 233
231 59 299
365 286 254
520 53 350
81 61 589
4 474 978
575 270 560
76 756 806
435 195 89
786 222 468
268 29 601
693 17 69
144 577 653
740 230 125
452 119 289
652 751 223
227 347 461
15 583 72
15 672 976
324 55 384
41 772 838
626 539 643
735 707 367
791 618 590
465 602 575
675 212 978
638 621 442
740 676 765
98 419 77
435 717 424
438 313 496
575 772 700
118 177 825
253 76 211
90 725 459
151 722 686
605 393 612
268 739 41
454 771 310
388 171 610
471 539 621
249 406 845
130 236 881
386 789 381
349 106 753
582 291 443
472 665 745
563 163 906
437 227 703
241 683 54
531 331 193
721 334 43
695 427 336
19 746 707
161 541 841
95 207 426
288 793 241
676 562 323
648 677 832
410 732 787
6 737 758
446 454 866
451 747 113
602 344 235
322 648 734
646 790 125
9 2 575
519 789 574
157 312 753
268 450 40
196 93 576
596 59 97
782 802 585
644 231 553
779 518 73
10 108 938
368 552 128
45 181 413
28 75 653
359 539 519
240 742 836
32 184 799
387 703 42
402 735 661
666 749 615
450 480 228
244 23 555
194 646 767
254 462 166
34 411 302
722 752 278
82 288 796
468 10 875
403 101 552
627 160 209
188 660 921
549 240 821
463 449 499
487 578 448
535 463 354
235 39 519
223 290 830
513 357 744
366 653 996
585 320 742
716 285 537
265 247 467
605 400 723
307 417 571
18 522 78
263 392 310
467 725 899
536 572 485
10 600 5
255 180 228
483 51 225
270 215 291
410 514 77
551 304 656
402 247 681
430 786 224
481 3 900
94 10 972
165 492 870
85 106 895
194 161 403
165 378 149
506 53 725
513 722 336
111 279 238
67 315 365
223 685 736
539 508 807
684 543 301
582 290 777
580 293 440
109 681 124
144 619 805
180 509 957
238 597 330
795 694 369
211 772 207
542 711 653
248 649 989
354 308 212
175 763 147
734 762 232
554 673 525
19 10 781
408 782 750
598 304 323
265 486 180
74 399 879
549 274 882
447 691 974
440 158 333
797 316 7
780 513 820
165 662 653
730 1 738
571 226 253
483 738 119
530 421 988
564 574 263
1 92 922
172 280 10
9 776 794
511 659 10
382 598 901
152 728 156
527 388 528
480 531 644
396 332 814
57 548 471
573 594 444
577 508 398
145 668 575
354 45 627
435 82 570
384 488 635
387 534 180
307 800 787
627 761 373
168 199 335
765 175 911
470 487 971
272 464 842
276 259 506
609 456 803
18 615 606
502 50 962
790 460 200
156 247 897
234 330 658
624 721 362
51 579 386
11 554 392
219 506 543
650 351 845
320 657 580
779 311 981
266 45 506
573 791 530
515 89 987
54 774 449
484 773 209
200 677 453
585 645 227
219 371 125
452 344 926
91 139 211
583 690 499
250 652 489
60 30 710
178 528 853
560 43 797
737 120 118
433 431 930
456 432 881
783 521 609
491 562 55
22 518 626
222 383 690
58 392 24
769 134 961
270 385 76
695 589 501
707 539 870
2 430 770
89 349 968
546 219 271
237 692 156
499 65 973
246 421 167
483 118 369
674 756 677
273 446 697
180 575 686
694 800 860
32 428 687
744 190 805
568 785 303
413 239 223
528 488 676
697 575 738
104 430 254
516 467 412
354 343 176
449 502 423
314 243 774
202 553 862
266 686 483
448 220 56
273 239 170
294 697 215
37 640 425
347 28 89
416 27 438
204 458 138
691 164 42
153 654 329
198 574 703
610 699 845
259 321 910
802 519 412
462 306 642
612 482 387
296 596 369
346 448 249
156 645 898
601 361 20
267 342 223
729 317 181
284 704 500
652 611 851
728 116 545
101 287 648
468 415 910
611 545 794
774 266 844
514 551 114
89 784 707
37 467 16
496 772 444
697 563 862
579 131 638
704 539 50
752 79 736
242 184 765
56 513 837
8 553 800
386 505 736
346 331 375
687 281 197
155 338 18
426 683 686
17 532 669
361 243 894
551 324 108
722 147 384
545 440 611
421 732 856
694 527 292
621 132 934
59 482 402
339 296 581
649 574 238
564 290 998
279 187 879
622 31 657
315 786 862
485 73 774
120 135 195
755 133 254
761 345 702
366 94 728
649 686 116
740 282 256
400 89 279
334 537 550
680 554 810
153 109 688
606 589 504
703 607 84
256 326 714
47 289 3
636 427 181
640 654 884
31 410 630
545 655 200
251 421 987
431 134 536
432 256 63
512 768 803
316 647 484
411 294 463
542 755 789
430 153 159
659 20 850
554 203 215
42 280 906
242 156 927
67 758 156
272 412 338
615 43 482
778 709 406
788 578 761
784 653 447
539 541 34
26 364 566
402 371 382
340 516 447
190 633 855
585 629 770
480 535 555
601 78 15
560 298 971
583 19 325
304 67 439
189 472 708
766 154 464
752 620 782
139 461 788
53 249 121
170 139 6
642 257 568
364 628 853
729 510 317
578 5 493
727 454 528
511 571 604
297 35 52
351 535 385
587 139 390
464 393 716
218 179 71
468 285 582
10 48 649
760 260 245
734 264 404
452 294 912
796 751 282
717 61 244
789 649 92
259 91 255
3 442 39
424 142 399
11 703 593
156 628 808
493 17 411
607 92 166
101 36 467
650 277 987
741 643 355
560 766 478
122 473 322
760 92 532
405 550 720
720 9 178
164 515 626
766 547 523
87 354 270
484 758 946
18 106 124
702 608 919
791 386 432
709 537 50
97 459 306
154 128 322
182 1 795
679 392 971
748 542 882
679 456 588
168 434 892
419 86 769
334 145 81
18 629 208
462 416 414
118 294 541
443 140 315
96 312 197
73 60 662
410 58 75
555 160 169
576 158 110
402 171 928
69 23 440
783 594 66
264 131 945
51 344 910
617 774 372
639 68 638
348 187 906
764 69 777
125 408 431
628 548 440
703 265 557
334 426 210
627 653 604
342 376 829
152 63 828
774 618 140
50 30 58
172 353 356
131 486 843
645 366 1000
754 543 76
79 282 509
184 93 907
134 351 481
231 774 294
508 251 983
74 727 16
569 667 596
178 21 117
56 469 911
87 229 261
386 585 300
474 84 939
207 646 586
24 442 578
531 466 31
455 473 177
802 201 264
405 199 26
267 562 396
309 478 408
650 192 648
330 633 794
323 710 980
268 142 609
426 394 524
710 763 410
727 83 386
86 767 80
103 236 48
727 619 22
197 366 183
222 669 293
326 150 818
498 568 969
443 781 629
264 709 729
122 614 781
748 145 528
515 208 203
210 495 946
421 366 404
6 795 187
728 4 749
165 353 851
751 619 418
249 146 333
292 645 411
283 494 822
618 467 698
51 544 341
147 652 128
1 114 169
387 746 535
781 351 246
329 513 845
161 800 321
700 699 486
497 350 615
537 570 770
621 674 867
97 85 203
151 591 647
644 143 295
194 792 253
667 445 382
32 291 394
484 678 98
744 463 387
211 699 868
479 425 663
29 196 763
22 732 957
294 180 169
496 21 863
708 293 411
187 556 634
632 375 762
275 344 27
90 97 643
133 519 751
357 88 403
634 188 634
358 515 144
718 205 309
186 661 384
579 628 499
613 73 801
339 685 193
462 101 894
73 783 870
501 214 828
711 388 487
460 318 23
762 436 708
145 419 165
179 477 827
325 758 718
537 169 602
159 356 817
600 455 190
182 595 915
697 206 75
715 732 104
719 161 781
589 617 782
542 237 77
277 489 539
156 687 721
624 585 146
524 444 508
366 527 306
663 755 464
549 557 28
689 494 30
642 198 934
164 648 35
647 524 18
163 250 482
469 426 346
217 327 3
149 763 52
605 629 404
251 112 122
759 794 545
504 453 190
576 260 6
172 119 120
121 655 139
244 315 529
559 72 359
168 153 120
246 763 244
746 724 257
133 293 315
616 539 581
21 220 984
383 90 489
398 194 371
169 552 652
407 225 773
791 625 679
463 58 547
236 779 724
727 142 728
187 262 265
455 613 319
797 685 151
739 475 452
623 376 359
654 172 767
644 461 644
533 185 142
126 622 611
474 107 793
715 801 603
103 43 564
423 190 281
409 720 165
601 476 943
658 338 784
258 759 785
181 191 932
590 212 863
663 618 350
182 447 344
66 580 726
48 14 931
364 330 878
133 258 122
688 469 433
162 153 232
71 596 599
612 706 920
494 572 148
68 126 711
300 466 817
786 280 150
188 302 779
242 699 542
724 535 570
156 107 679
481 447 212
296 538 567
280 159 520
511 63 548
794 50 727
425 706 939
167 567 683
85 135 585
551 523 794
343 310 348
306 790 625
250 767 764
703 776 309
593 122 417
583 130 825
344 452 309
50 652 21
549 637 27
595 151 400
773 586 815
741 353 868
281 199 796
721 697 348
592 730 234
355 462 864
676 260 116
214 251 496
597 215 819
700 212 36
433 256 208
209 385 929
182 207 907
582 632 181
589 696 248
789 416 170
322 252 294
100 28 13
445 99 723
385 583 666
458 794 212
15 370 42
524 404 180
745 622 86
748 306 898
369 630 889
585 285 750
95 445 839
795 102 598
17 44 931
456 695 60
200 791 151
332 535 834
274 164 70
369 379 274
666 548 442
224 144 768
576 496 601
631 748 650
159 346 688
719 478 513
433 755 629
632 72 676
80 520 343
718 158 797
59 797 519
60 8 143
454 629 419
566 160 236
190 593 11
553 513 913
475 463 409
502 607 255
178 695 527
495 563 918
344 658 683
314 751 677
186 216 825
714 662 337
590 290 739
761 246 443
461 510 541
696 86 430
177 245 495
30 658 629
14 205 634
733 4 525
279 175 724
369 355 602
485 13 217
382 17 26
56 794 836
763 784 813
161 29 601
429 635 306
161 186 504
651 252 9
668 134 758
32 290 776
175 119 986
717 786 892
707 547 665
483 158 366
225 506 551
615 671 367
90 349 326
352 735 759
606 263 428
680 663 252
125 295 598
3 586 146
776 416 660
344 471 89
370 433 574
373 196 41
33 376 713
648 386 982
148 442 395
85 707 699
748 595 865
801 205 664
801 194 618
464 801 671
421 586 619
361 222 322
364 532 795
606 80 889
168 693 957
168 717 283
231 548 550
708 191 772
320 269 481
216 287 77
265 757 696
486 792 579
124 215 118
561 431 582
403 388 287
270 693 326
743 47 849
375 199 533
170 169 842
14 140 966
178 496 948
275 787 815
181 638 141
621 553 4
967 1737
96 848 889
205 508 890
127 322 54
822 448 765
9 97 506
568 145 919
662 178 297
109 47 218
140 379 267
703 555 413
583 61 936
822 209 358
170 586 784
720 494 746
475 894 768
629 660 938
591 484 379
512 817 945
211 959 344
412 657 22
928 672 115
97 550 337
422 65 952
418 474 99
801 59 56
759 51 456
253 747 331
33 73 243
579 116 836
252 718 125
210 816 331
516 710 268
267 271 353
297 812 531
963 729 900
561 310 598
752 156 74
812 411 134
645 263 800
393 902 40
627 486 507
105 386 673
331 94 249
109 797 722
175 275 756
463 675 669
916 301 647
843 784 177
718 730 752
74 488 89
734 688 886
324 148 432
584 754 757
958 230 312
879 25 217
835 822 385
132 854 368
57 295 814
330 813 891
756 375 554
948 31 789
875 847 926
754 22 742
559 168 616
327 80 128
331 870 845
241 679 623
609 122 27
785 16 648
913 104 264
207 3 526
189 169 76
526 959 734
380 470 201
653 802 930
841 322 133
598 557 747
456 244 647
248 155 51
229 475 357
311 870 555
649 498 931
845 445 856
830 495 230
370 421 855
58 952 214
442 10 347
349 85 711
736 42 663
661 241 979
191 874 297
453 121 919
451 111 457
582 908 517
473 738 492
827 107 411
75 943 452
479 412 179
739 183 58
16 298 513
346 205 956
601 591 226
448 839 846
60 658 476
911 248 245
111 689 253
632 763 942
721 713 986
755 159 996
589 786 193
422 917 522
248 850 401
383 138 400
274 775 573
575 338 954
414 209 259
883 900 610
322 62 383
652 962 606
732 580 982
712 789 681
247 129 793
801 311 283
494 255 267
66 168 192
962 638 627
133 709 780
363 952 30
696 473 214
112 406 949
420 246 198
354 495 593
202 153 159
855 863 334
87 261 330
299 822 284
375 864 460
256 490 278
820 770 43
55 836 327
863 682 981
919 708 952
484 531 536
197 672 777
673 784 972
80 582 985
713 409 411
618 623 982
872 350 702
632 800 213
863 620 87
951 18 789
775 30 997
706 48 387
17 586 901
397 53 293
177 689 694
306 224 271
196 61 193
914 299 58
318 740 880
958 153 448
454 724 866
503 40 326
916 171 479
186 872 357
835 256 363
186 250 67
507 25 452
401 491 731
244 793 131
152 567 971
34 606 122
836 314 494
652 345 832
453 22 119
53 586 873
101 482 542
311 90 514
278 608 107
3 113 390
267 435 280
780 372 105
633 341 38
5 589 205
596 500 794
507 676 815
124 917 284
891 89 276
163 452 312
74 438 514
326 498 659
82 25 475
746 636 919
127 293 993
183 105 981
6 854 342
942 602 611
202 275 655
818 185 406
170 899 668
6 778 367
882 365 669
311 708 38
367 179 973
41 655 712
110 388 515
708 95 894
680 613 883
218 609 920
653 305 338
804 752 234
453 633 455
173 671 316
410 501 689
756 520 976
207 894 923
396 35 71
837 416 102
34 138 452
265 880 33
165 961 655
763 781 999
889 737 701
366 359 718
559 318 910
273 882 991
717 56 659
458 514 125
565 917 345
82 206 866
671 559 541
452 58 496
271 466 527
777 49 232
5 898 787
159 591 98
610 118 299
841 382 134
212 697 435
792 239 94
401 290 934
964 444 86
299 769 441
186 414 703
774 497 693
326 650 783
698 713 505
435 37 944
158 53 726
624 855 218
345 172 268
216 313 608
774 67 758
694 448 588
944 582 846
601 292 306
634 391 994
98 23 615
722 411 722
627 922 599
142 29 666
407 853 704
11 732 197
172 704 244
755 84 453
445 885 162
118 343 299
644 451 376
689 948 68
657 671 901
881 420 302
753 880 173
925 930 818
453 937 999
558 384 624
407 718 550
818 618 72
14 734 264
355 800 550
785 101 48
381 792 664
537 865 285
74 39 260
280 556 251
357 628 549
215 78 636
626 634 246
53 196 917
697 848 334
611 448 211
421 417 47
964 626 826
783 294 369
521 50 559
129 211 106
723 940 327
246 404 461
155 459 902
561 680 734
111 485 540
505 869 289
895 645 678
873 682 135
906 632 168
726 621 620
191 507 705
819 934 183
439 308 547
15 386 340
666 447 889
283 195 591
129 37 719
88 261 893
122 888 296
110 249 683
365 242 563
649 473 583
655 282 475
953 98 435
646 768 659
367 336 853
568 662 171
302 835 396
452 164 862
401 358 501
180 505 83
929 600 243
394 11 232
889 183 364
150 946 691
459 547 976
444 652 643
753 51 872
479 52 422
811 795 415
466 388 99
393 497 279
242 108 120
839 455 376
892 444 223
484 626 827
511 295 679
927 702 707
241 707 247
134 208 753
133 287 692
68 488 612
574 711 781
302 22 580
249 874 95
199 660 507
40 558 759
150 317 695
393 421 454
492 693 672
215 555 933
172 33 779
275 351 963
355 326 972
860 501 636
263 131 193
811 411 843
660 517 285
894 475 348
951 157 204
131 316 958
689 289 502
529 369 904
530 513 466
53 804 147
704 485 964
31 438 691
30 137 909
340 661 766
35 522 629
350 681 344
467 919 76
401 655 867
653 53 942
224 893 590
501 895 223
353 639 855
447 335 281
824 341 999
321 303 413
820 294 130
559 761 513
897 350 550
731 594 340
541 641 862
154 4 121
498 356 118
63 352 417
328 126 183
392 767 82
605 913 302
15 410 294
231 289 221
153 640 723
711 636 237
363 702 527
679 646 713
736 158 417
253 326 760
519 622 693
741 28 649
479 808 330
117 354 37
881 511 745
882 515 826
3 20 491
522 198 681
88 812 242
320 658 215
43 452 515
44 951 167
525 273 100
312 912 970
151 102 974
143 50 9
67 663 833
769 284 74
487 693 990
426 300 276
464 815 499
488 601 966
958 584 284
754 318 629
210 146 223
396 811 988
26 88 338
476 819 88
310 853 771
257 572 381
419 309 602
362 338 68
199 123 894
374 780 89
83 814 65
802 31 509
689 848 8
132 448 13
818 571 616
880 293 561
156 207 870
864 372 800
599 23 272
856 945 172
419 614 505
71 95 152
701 246 980
683 782 999
247 445 111
356 591 354
869 618 282
200 539 18
138 486 100
681 588 28
935 427 453
187 205 598
343 493 55
469 831 74
924 407 56
374 64 95
548 735 355
890 432 898
827 639 191
885 119 191
505 611 787
912 163 192
570 369 615
304 630 315
636 782 737
60 56 911
584 234 653
514 913 316
120 744 416
952 779 363
168 844 156
96 816 827
128 744 105
29 841 296
745 708 164
42 919 106
563 405 298
500 310 342
367 470 734
478 166 466
873 211 863
496 789 834
73 199 886
749 499 23
737 837 418
608 16 3
431 937 425
279 192 668
471 418 745
653 36 708
794 555 888
475 839 87
622 399 418
610 373 816
44 647 126
845 724 112
73 528 925
513 363 392
801 507 577
89 907 235
816 682 521
525 227 678
291 183 341
57 676 904
373 381 696
964 823 284
254 945 55
758 251 994
890 697 671
517 508 487
1 324 970
333 306 387
641 367 424
125 476 501
610 689 224
206 103 274
504 194 364
170 953 86
208 967 504
289 433 754
891 271 956
117 454 368
396 757 818
827 75 61
226 559 435
353 754 663
820 416 905
122 204 782
795 190 109
295 134 883
442 176 117
366 767 221
681 182 924
442 32 814
911 311 640
196 459 859
772 883 774
732 798 603
673 412 686
313 360 958
752 775 213
118 721 112
847 327 241
410 737 138
766 208 439
156 824 840
250 799 733
536 77 607
13 38 759
86 643 209
825 744 250
687 634 385
531 583 769
627 931 537
49 495 735
944 132 393
607 925 883
703 749 327
35 898 678
139 407 515
871 602 797
410 57 561
276 533 261
179 878 273
322 70 208
183 632 908
859 881 138
884 747 250
280 438 413
38 527 568
304 104 368
191 139 614
366 758 253
559 226 963
562 773 411
661 856 102
153 505 662
859 12 925
722 943 284
589 866 462
946 311 392
621 261 846
279 296 377
288 701 475
333 554 535
902 882 381
911 864 661
554 735 350
22 765 173
290 217 964
570 453 940
176 660 142
347 94 846
129 416 933
390 887 729
469 707 857
944 610 232
714 184 421
195 889 917
250 88 910
342 511 85
961 363 435
141 630 312
653 878 709
935 961 664
865 956 393
455 396 290
906 830 994
108 218 25
657 546 759
613 30 824
700 641 125
875 65 538
728 927 634
494 955 63
658 443 177
480 44 779
154 735 654
465 877 721
532 392 363
752 412 304
812 772 214
549 6 333
209 96 206
669 807 229
199 573 400
732 443 67
551 659 169
722 62 374
